0,1
Datasets\Medicines\words\Duralax_1_3890.png,Duralax
Datasets\Medicines\words\Conpan_1_3857.png,Conpan
Datasets\Medicines\words\Furocef_1_1459.png,Furocef
Datasets\Medicines\words\FacidBT_1_3381.png,FacidBT
Datasets\Medicines\words\Paracetamol_1_2075.png,Paracetamol
Datasets\Medicines\words\Deflux_1_1567.png,Deflux
Datasets\Medicines\words\Viset_1_1318.png,Viset
Datasets\Medicines\words\DNS_1_3434.png,DNS
Datasets\Medicines\words\Virux_1_775.png,Virux
Datasets\Medicines\words\Cetirizine_1_2910.png,Cetirizine
Datasets\Medicines\words\Paricel_1_1483.png,Paricel
Datasets\Medicines\words\Naproxen_1_3573.png,Naproxen
Datasets\Medicines\words\Gensulin_1_4032.png,Gensulin
Datasets\Medicines\words\CalchekPlus_1_1362.png,CalchekPlus
Datasets\Medicines\words\Cortimax_1_3403.png,Cortimax
Datasets\Medicines\words\Cetirizine_1_2164.png,Cetirizine
Datasets\Medicines\words\Apitac_1_1560.png,Apitac
Datasets\Medicines\words\MefenamicAcid_1_2786.png,MefenamicAcid
Datasets\Medicines\words\Cotrimoxazole_1_2383.png,Cotrimoxazole
Datasets\Medicines\words\Furocef_1_1354.png,Furocef
Datasets\Medicines\words\P-C_1_889.png,P-C
Datasets\Medicines\words\Hemostan_1_3062.png,Hemostan
Datasets\Medicines\words\Hisone_1_3839.png,Hisone
Datasets\Medicines\words\Myelin_1_1772.png,Myelin
Datasets\Medicines\words\Relaxo_1_3527.png,Relaxo
Datasets\Medicines\words\Aluminum_1_2116.png,Aluminum
Datasets\Medicines\words\Cef-3_1_1548.png,Cef-3
Datasets\Medicines\words\Dulox_1_1262.png,Dulox
Datasets\Medicines\words\Ceftriaxone_1_3613.png,Ceftriaxone
Datasets\Medicines\words\NapaExtend_1_3934.png,NapaExtend
Datasets\Medicines\words\Cefalexin_1_2161.png,Cefalexin
Datasets\Medicines\words\Fuclav_1_3346.png,Fuclav
Datasets\Medicines\words\Cefalexin_1_2381.png,Cefalexin
Datasets\Medicines\words\Sultamicillin_1_2357.png,Sultamicillin
Datasets\Medicines\words\Cetirizine_1_1864.png,Cetirizine
Datasets\Medicines\words\Lipicon_1_893.png,Lipicon
Datasets\Medicines\words\Neurolep_1_3106.png,Neurolep
Datasets\Medicines\words\Reelife_1_3825.png,Reelife
Datasets\Medicines\words\Bopam_1_166.png,Bopam
Datasets\Medicines\words\Neurobest_1_1199.png,Neurobest
Datasets\Medicines\words\Amoxicillin_1_2657.png,Amoxicillin
Datasets\Medicines\words\Folison_1_1305.png,Folison
Datasets\Medicines\words\Emep_1_3.png,Emep
Datasets\Medicines\words\Paracetamol_1_2420.png,Paracetamol
Datasets\Medicines\words\ZincSulfate_1_2957.png,ZincSulfate
Datasets\Medicines\words\Dimerol_1_34.png,Dimerol
Datasets\Medicines\words\Cardinor_1_3224.png,Cardinor
Datasets\Medicines\words\MefenamicAcid_1_2236.png,MefenamicAcid
Datasets\Medicines\words\MaxproMups_1_3590.png,MaxproMups
Datasets\Medicines\words\KosiliteLotion_1_657.png,KosiliteLotion
Datasets\Medicines\words\Viset_1_3293.png,Viset
Datasets\Medicines\words\Renova_1_135.png,Renova
Datasets\Medicines\words\Salbutamol_1_2354.png,Salbutamol
Datasets\Medicines\words\Clopid_1_3852.png,Clopid
Datasets\Medicines\words\DiclizPlus_1_544.png,DiclizPlus
Datasets\Medicines\words\Erythromycin_1_2742.png,Erythromycin
Datasets\Medicines\words\CalboralD_1_4047.png,CalboralD
Datasets\Medicines\words\Ambroxol_1_2605.png,Ambroxol
Datasets\Medicines\words\Dicycloverine_1_1959.png,Dicycloverine
Datasets\Medicines\words\Acetylcysteine_1_2625.png,Acetylcysteine
Datasets\Medicines\words\TranexamicAcid_1_2377.png,TranexamicAcid
Datasets\Medicines\words\AzmasolHFA_1_1552.png,AzmasolHFA
Datasets\Medicines\words\Traxyl_1_122.png,Traxyl
Datasets\Medicines\words\Relentus_1_94.png,Relentus
Datasets\Medicines\words\Amoxicillin_1_2523.png,Amoxicillin
Datasets\Medicines\words\Docopa_1_3798.png,Docopa
Datasets\Medicines\words\Cortimax_1_3722.png,Cortimax
Datasets\Medicines\words\AbetisPlus_1_1174.png,AbetisPlus
Datasets\Medicines\words\Emistat_1_1436.png,Emistat
Datasets\Medicines\words\Cotrimoxazole_1_2119.png,Cotrimoxazole
Datasets\Medicines\words\Clopid_1_762.png,Clopid
Datasets\Medicines\words\Prazo_1_1025.png,Prazo
Datasets\Medicines\words\Fusid_1_668.png,Fusid
Datasets\Medicines\words\Meroclav_1_1382.png,Meroclav
Datasets\Medicines\words\Cosec_1_184.png,Cosec
Datasets\Medicines\words\Sergel_1_575.png,Sergel
Datasets\Medicines\words\Larel_1_4124.png,Larel
Datasets\Medicines\words\MaxproMups_1_4002.png,MaxproMups
Datasets\Medicines\words\Paracetamol_1_2587.png,Paracetamol
Datasets\Medicines\words\Cef-3DS_1_1411.png,Cef-3DS
Datasets\Medicines\words\Nexum_1_435.png,Nexum
Datasets\Medicines\words\CoAmoxiclav_1_2848.png,CoAmoxiclav
Datasets\Medicines\words\Finix_1_83.png,Finix
Datasets\Medicines\words\Napa_1_3458.png,Napa
Datasets\Medicines\words\Finix_1_1387.png,Finix
Datasets\Medicines\words\Alcet_1_3325.png,Alcet
Datasets\Medicines\words\Exium_1_72.png,Exium
Datasets\Medicines\words\Gavicool_1_1480.png,Gavicool
Datasets\Medicines\words\Starcef_1_500.png,Starcef
Datasets\Medicines\words\CoAmoxiclav_1_1936.png,CoAmoxiclav
Datasets\Medicines\words\Cotson_1_572.png,Cotson
Datasets\Medicines\words\Solas_1_176.png,Solas
Datasets\Medicines\words\AscorbicAcid-Zinc_1_2630.png,AscorbicAcid-Zinc
Datasets\Medicines\words\Viset_1_1400.png,Viset
Datasets\Medicines\words\Dicycloverine_1_2758.png,Dicycloverine
Datasets\Medicines\words\Acetylcysteine_1_3079.png,Acetylcysteine
Datasets\Medicines\words\Cefalexin_1_2804.png,Cefalexin
Datasets\Medicines\words\Carbocisteine_1_2976.png,Carbocisteine
Datasets\Medicines\words\Defracort_1_48.png,Defracort
Datasets\Medicines\words\Reversair_1_1283.png,Reversair
Datasets\Medicines\words\CoAmoxiclav_1_2897.png,CoAmoxiclav
Datasets\Medicines\words\Acetylcysteine_1_1944.png,Acetylcysteine
Datasets\Medicines\words\Dapclin_1_655.png,Dapclin
Datasets\Medicines\words\Ciprofloxacin_1_1992.png,Ciprofloxacin
Datasets\Medicines\words\Cefalexin_1_2732.png,Cefalexin
Datasets\Medicines\words\ZoviaGold_1_3380.png,ZoviaGold
Datasets\Medicines\words\Disopen_1_1309.png,Disopen
Datasets\Medicines\words\CoAmoxiclav_1_3018.png,CoAmoxiclav
Datasets\Medicines\words\Clorocef_1_3523.png,Clorocef
Datasets\Medicines\words\CoAmoxiclav_1_1883.png,CoAmoxiclav
Datasets\Medicines\words\CalboralD_1_861.png,CalboralD
Datasets\Medicines\words\FungidalHC_1_3701.png,FungidalHC
Datasets\Medicines\words\Docopa_1_3327.png,Docopa
Datasets\Medicines\words\Gavicool_1_805.png,Gavicool
Datasets\Medicines\words\Paracetamol_1_2351.png,Paracetamol
Datasets\Medicines\words\Boxol_1_453.png,Boxol
Datasets\Medicines\words\Solupred_1_3211.png,Solupred
Datasets\Medicines\words\Amlodipine_1_2932.png,Amlodipine
Datasets\Medicines\words\Carmina_1_646.png,Carmina
Datasets\Medicines\words\Paricel_1_1028.png,Paricel
Datasets\Medicines\words\Etorix_1_1027.png,Etorix
Datasets\Medicines\words\EcosprinPlus_1_1761.png,EcosprinPlus
Datasets\Medicines\words\Hisone_1_3143.png,Hisone
Datasets\Medicines\words\Amoxicillin_1_2231.png,Amoxicillin
Datasets\Medicines\words\Rolac_1_210.png,Rolac
Datasets\Medicines\words\O2Inhalation_1_566.png,O2Inhalation
Datasets\Medicines\words\ErdonTr_1_382.png,ErdonTr
Datasets\Medicines\words\Amoxicillin_1_2490.png,Amoxicillin
Datasets\Medicines\words\Losartan_1_2326.png,Losartan
Datasets\Medicines\words\Rephaston_1_3776.png,Rephaston
Datasets\Medicines\words\Finix_1_1590.png,Finix
Datasets\Medicines\words\Nexcital_1_4104.png,Nexcital
Datasets\Medicines\words\Olanzapine_1_2071.png,Olanzapine
Datasets\Medicines\words\Uromax_1_3828.png,Uromax
Datasets\Medicines\words\Renova_1_1391.png,Renova
Datasets\Medicines\words\Dysmen_1_3823.png,Dysmen
Datasets\Medicines\words\Ceftid_1_4095.png,Ceftid
Datasets\Medicines\words\NintoinSR_1_717.png,NintoinSR
Datasets\Medicines\words\Cortan_1_1722.png,Cortan
Datasets\Medicines\words\Algin_1_3887.png,Algin
Datasets\Medicines\words\LoterexT_1_749.png,LoterexT
Datasets\Medicines\words\Doxocontin_1_493.png,Doxocontin
Datasets\Medicines\words\Mupirocin_1_2015.png,Mupirocin
Datasets\Medicines\words\Longpara_1_1446.png,Longpara
Datasets\Medicines\words\Calcifil-D_1_3271.png,Calcifil-D
Datasets\Medicines\words\CoAmoxiclav_1_2099.png,CoAmoxiclav
Datasets\Medicines\words\Meloxicam_1_2131.png,Meloxicam
Datasets\Medicines\words\Camlodin_1_517.png,Camlodin
Datasets\Medicines\words\Flexibac_1_1466.png,Flexibac
Datasets\Medicines\words\Algin_1_3384.png,Algin
Datasets\Medicines\words\Metronidazole_1_2639.png,Metronidazole
Datasets\Medicines\words\Efodio_1_188.png,Efodio
Datasets\Medicines\words\Tridosil_1_3147.png,Tridosil
Datasets\Medicines\words\Tofen_1_3796.png,Tofen
Datasets\Medicines\words\Furoclav_1_3863.png,Furoclav
Datasets\Medicines\words\Amoxicillin_1_2083.png,Amoxicillin
Datasets\Medicines\words\Amoxicillin_1_3021.png,Amoxicillin
Datasets\Medicines\words\Larb_1_516.png,Larb
Datasets\Medicines\words\Acetylcysteine_1_2348.png,Acetylcysteine
Datasets\Medicines\words\Volibo_1_36.png,Volibo
Datasets\Medicines\words\Celecoxib_1_2557.png,Celecoxib
Datasets\Medicines\words\Olme_1_853.png,Olme
Datasets\Medicines\words\Sagdon_1_795.png,Sagdon
Datasets\Medicines\words\Losartan_1_2940.png,Losartan
Datasets\Medicines\words\TiofoopAcecap_1_3847.png,TiofoopAcecap
Datasets\Medicines\words\Guiafenesin-Salbutamol_1_3082.png,Guiafenesin-Salbutamol
Datasets\Medicines\words\MefenamicAcid_1_2244.png,MefenamicAcid
Datasets\Medicines\words\AlgicidDX_1_16.png,AlgicidDX
Datasets\Medicines\words\Coralgen-D_1_1360.png,Coralgen-D
Datasets\Medicines\words\Thyrox_1_1099.png,Thyrox
Datasets\Medicines\words\CoAmoxiclav_1_2950.png,CoAmoxiclav
Datasets\Medicines\words\Mupirocin_1_3095.png,Mupirocin
Datasets\Medicines\words\Napsod_1_1492.png,Napsod
Datasets\Medicines\words\Delentin_1_1236.png,Delentin
Datasets\Medicines\words\Solas_1_1641.png,Solas
Datasets\Medicines\words\Exium_1_1531.png,Exium
Datasets\Medicines\words\Cefalexin_1_2993.png,Cefalexin
Datasets\Medicines\words\CoAmoxiclav_1_2110.png,CoAmoxiclav
Datasets\Medicines\words\Finix_1_599.png,Finix
Datasets\Medicines\words\Nexcap_1_1447.png,Nexcap
Datasets\Medicines\words\MefenamicAcid_1_2121.png,MefenamicAcid
Datasets\Medicines\words\Paracetamol_1_2584.png,Paracetamol
Datasets\Medicines\words\Sergel_1_1564.png,Sergel
Datasets\Medicines\words\Visceralgine_1_1344.png,Visceralgine
Datasets\Medicines\words\Paracetamol_1_2533.png,Paracetamol
Datasets\Medicines\words\Flontin_1_3157.png,Flontin
Datasets\Medicines\words\Paracetamol_1_731.png,Paracetamol
Datasets\Medicines\words\Betahistine_1_2661.png,Betahistine
Datasets\Medicines\words\DNS_1_3111.png,DNS
Datasets\Medicines\words\Sergel_1_299.png,Sergel
Datasets\Medicines\words\Visonium_1_3945.png,Visonium
Datasets\Medicines\words\Xorel_1_3126.png,Xorel
Datasets\Medicines\words\CoAmoxiclav_1_2301.png,CoAmoxiclav
Datasets\Medicines\words\MefenamicAcid_1_2886.png,MefenamicAcid
Datasets\Medicines\words\PolytarLiquid_1_1653.png,PolytarLiquid
Datasets\Medicines\words\Acetylcysteine_1_2850.png,Acetylcysteine
Datasets\Medicines\words\Cefuclav_1_4110.png,Cefuclav
Datasets\Medicines\words\Clotrimazole_1_2076.png,Clotrimazole
Datasets\Medicines\words\Dinovo_1_4085.png,Dinovo
Datasets\Medicines\words\HemofixFZ_1_428.png,HemofixFZ
Datasets\Medicines\words\Cefalexin_1_2543.png,Cefalexin
Datasets\Medicines\words\MaxproMups_1_3275.png,MaxproMups
Datasets\Medicines\words\N-Bion_1_1280.png,N-Bion
Datasets\Medicines\words\Ceftriaid_1_3187.png,Ceftriaid
Datasets\Medicines\words\Maxpro_1_3412.png,Maxpro
Datasets\Medicines\words\Mom_1_3781.png,Mom
Datasets\Medicines\words\Rupanil_1_3279.png,Rupanil
Datasets\Medicines\words\Finix_1_1809.png,Finix
Datasets\Medicines\words\Tivis_1_427.png,Tivis
Datasets\Medicines\words\Amoxicillin_1_2391.png,Amoxicillin
Datasets\Medicines\words\Avas_1_972.png,Avas
Datasets\Medicines\words\Fexofast_1_3248.png,Fexofast
Datasets\Medicines\words\Parafresh_1_3569.png,Parafresh
Datasets\Medicines\words\CoAmoxiclav_1_2012.png,CoAmoxiclav
Datasets\Medicines\words\Atova_1_3311.png,Atova
Datasets\Medicines\words\NeuroB_1_1748.png,NeuroB
Datasets\Medicines\words\Geston_1_3506.png,Geston
Datasets\Medicines\words\Defrol_1_699.png,Defrol
Datasets\Medicines\words\MefenamicAcid_1_2642.png,MefenamicAcid
Datasets\Medicines\words\CoAmoxiclav_1_2385.png,CoAmoxiclav
Datasets\Medicines\words\Cevit_1_958.png,Cevit
Datasets\Medicines\words\Aceclofenac_1_2202.png,Aceclofenac
Datasets\Medicines\words\Neucos-B_1_373.png,Neucos-B
Datasets\Medicines\words\Finix_1_1182.png,Finix
Datasets\Medicines\words\Cefuroxime_1_2626.png,Cefuroxime
Datasets\Medicines\words\Deflazit_1_170.png,Deflazit
Datasets\Medicines\words\VitaminsC-Zinc_1_2671.png,VitaminsC-Zinc
Datasets\Medicines\words\Metronidazole_1_3649.png,Metronidazole
Datasets\Medicines\words\ExiumMups_1_678.png,ExiumMups
Datasets\Medicines\words\Duvent_1_3763.png,Duvent
Datasets\Medicines\words\Amoxicillin_1_2694.png,Amoxicillin
Datasets\Medicines\words\Amoxicillin_1_2683.png,Amoxicillin
Datasets\Medicines\words\Sultamicillin_1_1928.png,Sultamicillin
Datasets\Medicines\words\Oticlor_1_1473.png,Oticlor
Datasets\Medicines\words\Emistat_1_3116.png,Emistat
Datasets\Medicines\words\Sizonil_1_1632.png,Sizonil
Datasets\Medicines\words\Sultamicillin_1_1949.png,Sultamicillin
Datasets\Medicines\words\Tobramycin_1_1975.png,Tobramycin
Datasets\Medicines\words\ZincSulfate_1_1881.png,ZincSulfate
Datasets\Medicines\words\AbetisPlus_1_682.png,AbetisPlus
Datasets\Medicines\words\Duoblock_1_3169.png,Duoblock
Datasets\Medicines\words\AcePlus_1_1383.png,AcePlus
Datasets\Medicines\words\Sentix_1_3426.png,Sentix
Datasets\Medicines\words\Tonamax_1_3946.png,Tonamax
Datasets\Medicines\words\D-Set_1_3995.png,D-Set
Datasets\Medicines\words\Neugaba_1_1109.png,Neugaba
Datasets\Medicines\words\Renova_1_1444.png,Renova
Datasets\Medicines\words\Roxilab_1_607.png,Roxilab
Datasets\Medicines\words\Pave_1_1116.png,Pave
Datasets\Medicines\words\LansoD_1_123.png,LansoD
Datasets\Medicines\words\Fenadin_1_1242.png,Fenadin
Datasets\Medicines\words\Montair_1_3550.png,Montair
Datasets\Medicines\words\CoAmoxiclav_1_2902.png,CoAmoxiclav
Datasets\Medicines\words\Maxima_1_30.png,Maxima
Datasets\Medicines\words\Cefuroxime_1_2502.png,Cefuroxime
Datasets\Medicines\words\Sonap_1_995.png,Sonap
Datasets\Medicines\words\Meloxicam_1_2438.png,Meloxicam
Datasets\Medicines\words\CoAmoxiclav_1_2868.png,CoAmoxiclav
Datasets\Medicines\words\Rofuclav_1_1487.png,Rofuclav
Datasets\Medicines\words\Iprasol_1_569.png,Iprasol
Datasets\Medicines\words\Cefixime_1_2724.png,Cefixime
Datasets\Medicines\words\OstocalD_1_3740.png,OstocalD
Datasets\Medicines\words\Famotack_1_458.png,Famotack
Datasets\Medicines\words\Azomac_1_4128.png,Azomac
Datasets\Medicines\words\Xylocon_1_1615.png,Xylocon
Datasets\Medicines\words\Maxpro_1_4072.png,Maxpro
Datasets\Medicines\words\Paracetamol_1_2522.png,Paracetamol
Datasets\Medicines\words\MefenamicAcid_1_3091.png,MefenamicAcid
Datasets\Medicines\words\Acifix_1_924.png,Acifix
Datasets\Medicines\words\Cefalexin_1_2355.png,Cefalexin
Datasets\Medicines\words\Ciprofloxacin_1_2566.png,Ciprofloxacin
Datasets\Medicines\words\Prednisone_1_2050.png,Prednisone
Datasets\Medicines\words\OstocalD_1_1395.png,OstocalD
Datasets\Medicines\words\Nebulization_1_1078.png,Nebulization
Datasets\Medicines\words\Nexum_1_3941.png,Nexum
Datasets\Medicines\words\ZoviaGold_1_3912.png,ZoviaGold
Datasets\Medicines\words\Amit_1_3474.png,Amit
Datasets\Medicines\words\Metformin_1_2227.png,Metformin
Datasets\Medicines\words\Volinac_1_443.png,Volinac
Datasets\Medicines\words\OstocalD_1_1065.png,OstocalD
Datasets\Medicines\words\Salbutamol_1_2669.png,Salbutamol
Datasets\Medicines\words\Nebulization_1_3141.png,Nebulization
Datasets\Medicines\words\Cefalexin_1_1947.png,Cefalexin
Datasets\Medicines\words\Radex_1_3547.png,Radex
Datasets\Medicines\words\Dinovo_1_139.png,Dinovo
Datasets\Medicines\words\RenovaXR_1_111.png,RenovaXR
Datasets\Medicines\words\Cefuclav_1_4036.png,Cefuclav
Datasets\Medicines\words\Arilin_1_1254.png,Arilin
Datasets\Medicines\words\Paricel_1_1059.png,Paricel
Datasets\Medicines\words\MefenamicAcid_1_2681.png,MefenamicAcid
Datasets\Medicines\words\Guiafenesin-Salbutamol_1_2168.png,Guiafenesin-Salbutamol
Datasets\Medicines\words\CoAmoxiclav_1_2585.png,CoAmoxiclav
Datasets\Medicines\words\Calcifil-D_1_3693.png,Calcifil-D
Datasets\Medicines\words\Bopam_1_1611.png,Bopam
Datasets\Medicines\words\Avlolac_1_3363.png,Avlolac
Datasets\Medicines\words\Lindac_1_3171.png,Lindac
Datasets\Medicines\words\Bicozin_1_8.png,Bicozin
Datasets\Medicines\words\EsonixM_1_23.png,EsonixM
Datasets\Medicines\words\TranexamicAcid_1_2142.png,TranexamicAcid
Datasets\Medicines\words\Atin_1_3795.png,Atin
Datasets\Medicines\words\Dexilend_1_3638.png,Dexilend
Datasets\Medicines\words\Amoxicillin_1_1833.png,Amoxicillin
Datasets\Medicines\words\Maxpro_1_653.png,Maxpro
Datasets\Medicines\words\Reversair_1_3213.png,Reversair
Datasets\Medicines\words\Rosuva_1_472.png,Rosuva
Datasets\Medicines\words\Reset_1_397.png,Reset
Datasets\Medicines\words\Cotson_1_3695.png,Cotson
Datasets\Medicines\words\Sultolin_1_1477.png,Sultolin
Datasets\Medicines\words\Vergon_1_3167.png,Vergon
Datasets\Medicines\words\MefenamicAcid_1_2623.png,MefenamicAcid
Datasets\Medicines\words\Cefuroxime_1_2388.png,Cefuroxime
Datasets\Medicines\words\Rynex_1_3551.png,Rynex
Datasets\Medicines\words\DDR_1_1345.png,DDR
Datasets\Medicines\words\Ziton_1_396.png,Ziton
Datasets\Medicines\words\Maxpro_1_1782.png,Maxpro
Datasets\Medicines\words\Cetirizine_1_2895.png,Cetirizine
Datasets\Medicines\words\NeucosB_1_57.png,NeucosB
Datasets\Medicines\words\Monas_1_1089.png,Monas
Datasets\Medicines\words\VentilPlus_1_1727.png,VentilPlus
Datasets\Medicines\words\Amoxicillin_1_2255.png,Amoxicillin
Datasets\Medicines\words\Ecosprin_1_3770.png,Ecosprin
Datasets\Medicines\words\Clopid_1_886.png,Clopid
Datasets\Medicines\words\Celecoxib_1_2410.png,Celecoxib
Datasets\Medicines\words\Diasulin_1_1755.png,Diasulin
Datasets\Medicines\words\Linatab_1_491.png,Linatab
Datasets\Medicines\words\DNS_1_3469.png,DNS
Datasets\Medicines\words\D-Rise_1_3236.png,D-Rise
Datasets\Medicines\words\Immunpro_1_2627.png,Immunpro
Datasets\Medicines\words\Vitabion_1_278.png,Vitabion
Datasets\Medicines\words\Cefalexin_1_2109.png,Cefalexin
Datasets\Medicines\words\Duphaston_1_1828.png,Duphaston
Datasets\Medicines\words\Naproxen_1_1392.png,Naproxen
Datasets\Medicines\words\CoAmoxiclav_1_2906.png,CoAmoxiclav
Datasets\Medicines\words\Brezofil_1_652.png,Brezofil
Datasets\Medicines\words\MefenamicAcid_1_3002.png,MefenamicAcid
Datasets\Medicines\words\Optimox_1_3367.png,Optimox
Datasets\Medicines\words\Rabe_1_4094.png,Rabe
Datasets\Medicines\words\Cloxacillin_1_2328.png,Cloxacillin
Datasets\Medicines\words\Cefuroxime_1_2550.png,Cefuroxime
Datasets\Medicines\words\Cefuroxime_1_2705.png,Cefuroxime
Datasets\Medicines\words\Nasalox_1_1555.png,Nasalox
Datasets\Medicines\words\Pantonix_1_3316.png,Pantonix
Datasets\Medicines\words\Bizoran_1_3118.png,Bizoran
Datasets\Medicines\words\Riboson_1_1308.png,Riboson
Datasets\Medicines\words\Furoclav_1_991.png,Furoclav
Datasets\Medicines\words\Floromox_1_43.png,Floromox
Datasets\Medicines\words\Cefotil_1_208.png,Cefotil
Datasets\Medicines\words\Furocef_1_3509.png,Furocef
Datasets\Medicines\words\Esoral_1_1255.png,Esoral
Datasets\Medicines\words\Filmet_1_2.png,Filmet
Datasets\Medicines\words\Clopid_1_1530.png,Clopid
Datasets\Medicines\words\Rivotril_1_131.png,Rivotril
Datasets\Medicines\words\Neuroxen_1_3542.png,Neuroxen
Datasets\Medicines\words\Ciprofloxacin_1_2876.png,Ciprofloxacin
Datasets\Medicines\words\Bopam_1_3900.png,Bopam
Datasets\Medicines\words\Febuxostat_1_3020.png,Febuxostat
Datasets\Medicines\words\Dicycloverine_1_1885.png,Dicycloverine
Datasets\Medicines\words\Dinovo_1_93.png,Dinovo
Datasets\Medicines\words\Diasulin_1_733.png,Diasulin
Datasets\Medicines\words\Telmisartan_1_1995.png,Telmisartan
Datasets\Medicines\words\Cefalexin_1_1855.png,Cefalexin
Datasets\Medicines\words\Napa_1_3957.png,Napa
Datasets\Medicines\words\Cefalexin_1_2040.png,Cefalexin
Datasets\Medicines\words\Virux_1_1194.png,Virux
Datasets\Medicines\words\TTvax_1_3345.png,TTvax
Datasets\Medicines\words\CoAmoxiclav_1_2122.png,CoAmoxiclav
Datasets\Medicines\words\Meloxicam_1_2925.png,Meloxicam
Datasets\Medicines\words\Cefuroxime_1_2088.png,Cefuroxime
Datasets\Medicines\words\Torax_1_3720.png,Torax
Datasets\Medicines\words\Sultamicillin_1_1997.png,Sultamicillin
Datasets\Medicines\words\Cefalexin_1_2229.png,Cefalexin
Datasets\Medicines\words\Cefuroxime_1_2179.png,Cefuroxime
Datasets\Medicines\words\Folic_1_3420.png,Folic
Datasets\Medicines\words\Cefalexin_1_2120.png,Cefalexin
Datasets\Medicines\words\Ketolac_1_3268.png,Ketolac
Datasets\Medicines\words\Finix_1_3623.png,Finix
Datasets\Medicines\words\Ebatin_1_3350.png,Ebatin
Datasets\Medicines\words\Amoxicillin_1_2516.png,Amoxicillin
Datasets\Medicines\words\CoAmoxiclav_1_2183.png,CoAmoxiclav
Datasets\Medicines\words\Amoxicillin_1_2750.png,Amoxicillin
Datasets\Medicines\words\CoAmoxiclav_1_2975.png,CoAmoxiclav
Datasets\Medicines\words\Filmet_1_1535.png,Filmet
Datasets\Medicines\words\Pregaba_1_1263.png,Pregaba
Datasets\Medicines\words\Vitabion_1_662.png,Vitabion
Datasets\Medicines\words\Esoral_1_696.png,Esoral
Datasets\Medicines\words\Montair_1_3238.png,Montair
Datasets\Medicines\words\AscorbicAcid_1_2747.png,AscorbicAcid
Datasets\Medicines\words\NapaRapid_1_399.png,NapaRapid
Datasets\Medicines\words\Etoricoxib_1_3054.png,Etoricoxib
Datasets\Medicines\words\MefenamicAcid_1_2952.png,MefenamicAcid
Datasets\Medicines\words\Trumega_1_3579.png,Trumega
Datasets\Medicines\words\Aceclofenac_1_1960.png,Aceclofenac
Datasets\Medicines\words\Glinta_1_3463.png,Glinta
Datasets\Medicines\words\Sergel_1_1144.png,Sergel
Datasets\Medicines\words\Fexofast_1_3537.png,Fexofast
Datasets\Medicines\words\Flugal_1_129.png,Flugal
Datasets\Medicines\words\Cloxacillin_1_2680.png,Cloxacillin
Datasets\Medicines\words\Sultamicillin_1_2041.png,Sultamicillin
Datasets\Medicines\words\Pegalin_1_996.png,Pegalin
Datasets\Medicines\words\Montair_1_147.png,Montair
Datasets\Medicines\words\Osertil_1_3993.png,Osertil
Datasets\Medicines\words\Multivitamins_1_1938.png,Multivitamins
Datasets\Medicines\words\Renova_1_3163.png,Renova
Datasets\Medicines\words\VitaminC_1_2768.png,VitaminC
Datasets\Medicines\words\Cloxacillin_1_2233.png,Cloxacillin
Datasets\Medicines\words\Omidon_1_1057.png,Omidon
Datasets\Medicines\words\Thyrox_1_698.png,Thyrox
Datasets\Medicines\words\Ace_1_606.png,Ace
Datasets\Medicines\words\Avolac_1_3365.png,Avolac
Datasets\Medicines\words\CoAmoxiclav_1_2437.png,CoAmoxiclav
Datasets\Medicines\words\MoxigenXG_1_3761.png,MoxigenXG
Datasets\Medicines\words\Clarithromycin_1_2839.png,Clarithromycin
Datasets\Medicines\words\Fertimax_1_842.png,Fertimax
Datasets\Medicines\words\Emistat_1_245.png,Emistat
Datasets\Medicines\words\Gaviflux_1_4004.png,Gaviflux
Datasets\Medicines\words\MefenamicAcid_1_2141.png,MefenamicAcid
Datasets\Medicines\words\Amoxicillin_1_2513.png,Amoxicillin
Datasets\Medicines\words\Cefalexin_1_2556.png,Cefalexin
Datasets\Medicines\words\Hailoba_1_925.png,Hailoba
Datasets\Medicines\words\TranexamicAcid_1_2887.png,TranexamicAcid
Datasets\Medicines\words\Napadol_1_303.png,Napadol
Datasets\Medicines\words\P-C_1_1637.png,P-C
Datasets\Medicines\words\Cefuroxime_1_2026.png,Cefuroxime
Datasets\Medicines\words\Finix_1_3432.png,Finix
Datasets\Medicines\words\Salmolin_1_1463.png,Salmolin
Datasets\Medicines\words\Cefixime_1_2943.png,Cefixime
Datasets\Medicines\words\Edeloss_1_574.png,Edeloss
Datasets\Medicines\words\Finix_1_498.png,Finix
Datasets\Medicines\words\Clindamycin_1_2139.png,Clindamycin
Datasets\Medicines\words\ZincSulfate_1_2944.png,ZincSulfate
Datasets\Medicines\words\NapaExtend_1_3250.png,NapaExtend
Datasets\Medicines\words\Clopid_1_3290.png,Clopid
Datasets\Medicines\words\Esotid_1_3393.png,Esotid
Datasets\Medicines\words\Betson_1_1014.png,Betson
Datasets\Medicines\words\Neugaba_1_1670.png,Neugaba
Datasets\Medicines\words\Biofol_1_1490.png,Biofol
Datasets\Medicines\words\Lijenta_1_3849.png,Lijenta
Datasets\Medicines\words\Rupa_1_291.png,Rupa
Datasets\Medicines\words\Guiafenesin_1_2900.png,Guiafenesin
Datasets\Medicines\words\Omega_1_843.png,Omega
Datasets\Medicines\words\Acetylcysteine_1_3008.png,Acetylcysteine
Datasets\Medicines\words\Salbutamol_1_2821.png,Salbutamol
